id,id2
cbk90417,cbk90418
cbk90417,cbk90483
cbk90417,cbk90485
cbk90417,cbk90486
cbk90418,cbk90490
cbk90418,cbk90492
cbk90418,cbk90493
smj02057,35363
smj02057,37131
smj02057,37132
smj02057,37151
smj02057,37161
smj02064,02064-1
smj02064,31097
smj02064,31245
smj02064,31247
smj02064,31255
smj02064,31257
smj02064,31258
smj02064,31276
smj02064,31282
smj02065,37151
smj02065,02065-1
smj02065,31250
smj02065,31005
smj02065,31075
smj02065,31256
smj02065,32146
smj02065,42028
smj02065,42913
smj02066,31264
smj02066,02066-1
smj02066,31080
smj02066,31241
smj02066,31248
smj02066,31249
smj02066,31262
smj02066,31263
smj02067,31080
smj02067,31260
smj02067,31777
smj02067,41019
maj02080,02080-1
maj02080,31245
maj02080,31247
maj02080,31255
maj02080,31257
maj02080,31258
maj02080,31276
maj02080,31280
maj02080,31097
maj02080,31282
maj02080,48270
maj02081,31005
maj02081,31250
maj02081,32146
maj02081,37131
maj02081,37151
maj02081,41004
maj02081,02081-1
maj02081,02081-2
maj02081,31243
02081-2,31075
02081-2,31243
02081-2,31253
02081-2,31256
02081-2,31256
02081-2,42913
02081-2,48024
maj02092,02092-1
maj02092,31080
maj02092,31260
maj02092,31777
maj02092,41019
maj02092,41021
maj02092,31250
maj02092,31262
maj02092,31263
maj02092,31285
maj02092,31748
maj02092,31927
maj02092,41020
maj02092,41889
smj03036,03036-1
smj03036,31260
smj03036,48024
smj03036,31075
smj03036,31100
smj03036,31251
smj03036,31253
smj03036,31927
smj03036,41025
smj03036,41026
smj03036,41889
smj03036,48433
smj03037,31277
smj03037,41900
smj03037,03037-1
smj03037,31274
smj03037,31275
smj03037,31338
smj03037,41890
smj03037,41891
smj03037,41903
smj03037,41905
smj03037,42036
smj03037,42037
smj03037,48033
smj03037,48436
smj03037,48450
smj03037,48730
maj03444,31251
maj03444,31260
maj03444,41025
maj03444,41026
maj03444,48024
maj03444,48433
maj03444,03444-1
maj03444,31075
maj03444,31100
maj03444,31242
maj03444,31253
maj03444,31285
maj03444,31777
maj03444,31927
maj03444,41001
maj03444,41889
maj03519,03519-1
maj03519,31260
maj03519,41025
maj03519,41026
maj03519,48433
maj03519,31075
maj03519,31100
maj03519,31242
maj03519,31253
maj03519,31285
maj03519,31777
maj03519,31927
maj03519,41001
maj03519,41075
maj03519,41889
stm91158,cbk91202
stm91158,cbk91203
smj08197,24108
smj08197,24202
smj08197,08197-1
smj08197,24205
smj08197,24220
smj08197,24306
smj08157,08157-1
smj08157,22107
smj08157,22207
smj08157,22016
smj08157,22240
smj08157,22320
smj08157,22321
smj08157,22420
smj08157,22575
smj08159,21129
smj08159,21510
smj08159,21511
smj08159,21591
smj08160,21129
smj08160,21511
smj08160,21512
smj08160,21591
smj08181,22107
smj08181,25300
smj08181,25503
smj08181,25556
smj08188,08188-1
smj08188,22107
smj08188,22566
smj08188,22207
smj08188,22240
smj08188,22567
smj08188,22573
smj08188,22575
smj08196,25300
smj08196,08196-1
smj08196,21227
smj08196,22107
smj08196,21129
smj08196,24108
smj08196,48080
smj08198,24108
smj08198,24202
smj08198,24210
smj08198,59330
maj08437,22319
maj08437,22320
maj08437,22321
maj08437,22420
maj08437,22421
maj08437,22522
maj08437,79014
maj08437,79017
maj08438,08438-1
maj08438,21440
maj08438,21504
maj08438,21510
maj08438,21511
maj08438,21512
maj08438,21513
maj08438,21227
maj08438,21228
maj08438,21555
maj08438,21591
maj08438,21595
maj08438,21999
maj08440,25410
maj08440,25503
maj08440,25556
maj08440,25557
maj08440,25622
maj08440,08440-1
maj08440,25421
maj08440,25558
maj08440,25573
maj08440,25574
maj08440,25575
maj08440,25579
maj08440,25602
maj08440,25620
maj08440,25999
maj08441,08441-1
maj08441,24100
maj08441,24202
maj08441,24210
maj08441,24309
maj08441,24415
maj08441,24104
maj08441,24205
maj08441,24211
maj08441,24212
maj08441,24220
maj08441,24222
maj08441,24223
maj08441,24224
maj08441,24306
maj08441,24331
maj08441,24999
maj08442,21506
maj08442,21510
maj08442,21511
maj08442,21591
maj08442,22240
maj08442,24220
maj08442,08442-1
maj08442,21440
maj08442,21555
maj08442,21595
maj08442,21999
maj08442,79605
maj08446,21555
maj08446,21036
maj08446,21037
maj08446,21407
maj08446,21440
maj08446,21505
maj08446,21510
maj08446,21512
maj08981,24101
maj08981,24104
maj08981,24202
maj08981,24207
maj08981,24210
maj08981,24309
maj08981,24510
maj08981,08981-1
maj08981,59330
maj08981,59333
smj09034,09034-1
smj09034,91314-1
smj09034,91315-1
smj09034,91316-1
smj09034,91317-1
smj09034,91318-1
smj09034,91320-1
smj09034,91321-1
smj09034,91322-1
smj09034,91323-1
smj09034,91324-1
smj09034,91325-1
smj09035,09035-1
smj09035,90494-1
smj09035,90495-1
smj09035,90497-1
smj09035,90498-1
smj09035,90499-1
smj09035,90500-1
smj09036,09036-1
smj09036,stm90016
smj09036,stm90017
smj09036,stm90018
smj09036,stm90020
smj09036,stm90021
smj09036,stm90022
smj09036,stm90023
smj09036,stm90506
smj09036,stm90507
smj09036,stm90508
smj09036,stm90509
smj09040,23115
smj09040,23566
smj09040,23570
smj09040,09040-1
smj09040,23567
smj09040,23568
maj09209,23566
maj09209,23567
maj09209,23568
maj09209,23571
maj09209,23580
maj09209,09209-1
maj09209,23002
maj09209,23005
maj09209,23021
maj09209,23022
maj09209,23418
maj09209,23504
maj09209,23565
maj09209,23569
maj09209,23570
maj09209,23572
maj09209,23592
maj09209,23999
maj09380,cbk90484
maj09380,976001
maj09380,976502
maj09380,977620
maj09380,978620
maj09409,cbk90484
maj09409,976001
maj09409,976502
maj09409,977911
maj09409,978911
maj09430,cbk90484
maj09430,976001
maj09430,976502
maj09430,977914
maj09430,977915
maj09431,976001
maj09431,cbk90484
maj09431,976502
maj09431,977542
maj09431,978542
maj09432,cbk90483
maj09432,976001
maj09432,976602
maj09432,977543
maj09432,978543
maj09433,cbk90484
maj09433,976001
maj09433,976502
maj09433,977520
maj09433,978520
maj09434,cbk90480
maj09434,976001
maj09434,976111
maj09434,977110
maj09434,978110
maj09435,cbk90483
maj09435,976001
maj09435,976411
maj09435,977410
maj09435,978410
maj09436,cbk90485
maj09436,976001
maj09436,976421
maj09436,977420
maj09436,978420
maj09437,cbk90486
maj09437,976001
maj09437,976431
maj09437,977430
maj09437,978430
maj09438,cbk90481
maj09438,976001
maj09438,976211
maj09438,977210
maj09438,978210
maj09439,cbk90484
maj09439,976001
maj09439,976502
maj09439,977530
maj09439,978530
maj09440,cbk90484
maj09440,976001
maj09440,976451
maj09440,977450
maj09440,978450
maj09441,cbk90417
maj09441,976001
maj09441,976404
maj09441,977460
maj09441,978460
maj09443,76106
maj09443,76107
maj09443,09443-1
maj09443,76097
maj09443,76105
maj09443,cbk91728
smj10051,48436
smj10051,48730
smj10051,10051-1
smj10051,31338
smj10051,37161
smj10051,41890
smj10051,41900
maj010053,10053-1
maj010053,31250
maj010053,31256
maj010053,41004
maj010053,42913
maj010053,31005
maj010053,31075
maj010053,31253
maj010053,32146
maj010053,41075
maj010053,41076
maj010053,41077
maj010053,42028
stm90016,976111
stm90016,cbk90487
stm90017,976411
stm90017,cbk90490
stm90018,976421
stm90018,cbk90492
stm90020,976431
stm90020,cbk90493
stm90021,976211
stm90021,cbk90488
stm90022,976502
stm90022,cbk90491
stm90023,976451
stm90023,cbk90491
cbk90169,maj08437
cbk90169,08438-1
cbk90169,08440-1
cbk90169,08441-1
cbk90169,08442-1
cbk90169,maj08446
cbk90169,08981-1
cbk90169,09209-1
stm90273,21129
stm90273,22107
stm90273,22207
stm90273,23115
stm90273,24108
stm90273,25300
stm90273,26100
stm90273,26134
cbk90487,97101
cbk90487,97102
cbk90487,97103
cbk90487,97104
cbk90487,97105
cbk90487,97106
cbk90487,97109
cbk90487,97110
cbk90487,97111
cbk90487,97112
cbk90487,97113
cbk90488,97201
cbk90488,97202
cbk90488,97203
cbk90488,97204
cbk90488,97205
cbk90488,97206
cbk90488,97207
cbk90488,97208
cbk90488,97209
cbk90488,97210
cbk90490,97401
cbk90490,97402
cbk90490,97403
cbk90490,97404
cbk90490,97405
cbk90490,97406
cbk90490,97407
cbk90490,97408
cbk90490,97409
cbk90490,97410
cbk90491,97501
cbk90491,97502
cbk90491,97503
cbk90491,97504
cbk90491,97505
cbk90491,97506
cbk90491,97507
cbk90491,97508
cbk90491,97509
cbk90491,97510
cbk90492,97601
cbk90492,97602
cbk90492,97603
cbk90492,97604
cbk90492,97605
cbk90492,97606
cbk90492,97607
cbk90492,97608
cbk90493,97801
cbk90493,97802
cbk90493,97803
cbk90493,97804
cbk90493,97805
cbk90493,97806
cbk90493,97807
cbk90493,97808
cbk90494,97101
cbk90494,97102
cbk90494,97103
cbk90494,97104
cbk90494,97105
cbk90494,97106
cbk90494,97109
cbk90494,97110
cbk90494,97111
cbk90494,97112
cbk90494,97113
cbk90495,97201
cbk90495,97202
cbk90495,97203
cbk90495,97204
cbk90495,97205
cbk90495,97206
cbk90495,97207
cbk90495,97208
cbk90495,97209
cbk90495,97210
cbk90497,97401
cbk90497,97402
cbk90497,97403
cbk90497,97404
cbk90497,97405
cbk90497,97406
cbk90497,97407
cbk90497,97408
cbk90497,97409
cbk90497,97410
cbk90498,97501
cbk90498,97502
cbk90498,97503
cbk90498,97504
cbk90498,97505
cbk90498,97506
cbk90498,97507
cbk90498,97508
cbk90498,97509
cbk90498,97510
cbk90499,97601
cbk90499,97602
cbk90499,97603
cbk90499,97604
cbk90499,97605
cbk90499,97606
cbk90499,97607
cbk90499,97608
cbk90500,97801
cbk90500,97802
cbk90500,97803
cbk90500,97804
cbk90500,97805
cbk90500,97806
cbk90500,97807
cbk90500,97808
stm90506,976502
stm90506,cbk90491
stm90507,976602
stm90507,cbk90490
stm90508,976404
stm90508,cbk90490
stm90509,976404
stm90509,cbk90492
stm90651,31265
stm90651,31266
stm90651,31268
stm90651,31269
stm90651,31271
stm90651,31272
stm90651,41092
stm90651,48023
cbk90781,02080-1
cbk90781,02081-1
cbk90781,02092-1
cbk90781,03444-1
cbk90781,maj03445
stm90832,70103
stm90832,70104
stm90832,70108
stm90832,70109
stm90832,70114
stm90832,70211
stm90832,70311
stm90832,70317
stm90832,70327
stm90832,70417
stm90832,70517
stm90832,70616
stm90832,70617
stm90832,71116
stm90832,70102
stm90839,81511
stm90839,81512
stm90839,81513
stm90839,81514
stm90839,81515
stm90839,81516
stm90839,81521
stm90839,81522
stm90839,81524
stm90839,81531
stm90839,81532
stm90839,90839-1
stm90839,81523
stm90839,81525
stm90839,81528
cbk90922,76002
cbk90922,76003
cbk90922,76005
cbk90922,76007
cbk90922,76008
cbk90922,76009
cbk90922,76010
cbk90922,76012
cbk90922,76013
cbk90922,76015
cbk90922,76016
cbk90922,76019
cbk90922,76020
cbk90922,76022
cbk90922,76023
cbk90922,76024
cbk90922,76025
cbk90922,76027
cbk90922,76030
cbk90922,76033
cbk90922,76034
cbk90922,76036
cbk90922,76037
cbk90922,76038
cbk90922,76039
cbk90922,76040
cbk90922,76041
cbk90922,76043
cbk90922,76045
cbk90922,76047
cbk90922,76048
cbk90922,76052
cbk90922,76056
cbk90922,76057
cbk90922,76063
cbk90922,76066
cbk90922,76068
cbk90922,76069
cbk90922,76070
cbk90922,76074
cbk90922,76080
cbk90922,76081
cbk90922,76084
cbk90922,76085
cbk90922,76086
cbk90922,76087
cbk90922,76088
cbk90922,76089
cbk90922,76090
cbk90922,76091
cbk90922,76092
cbk90922,76093
cbk90922,76094
cbk90922,76095
cbk90922,76096
cbk90922,76097
cbk90922,76098
cbk90922,76099
cbk90922,76105
cbk90922,76106
cbk90922,76108
cbk90922,76109
cbk90922,76112
cbk90922,76115
cbk90922,76212
cbk90922,76516
cbk90922,76517
cbk90922,76521
cbk90922,76801
cbk90922,76802
cbk90922,76803
cbk90922,76804
cbk90922,76900
cbk90922,76902
cbk90922,76903
cbk90922,76904
cbk90922,77715
cbk90922,77794
cbk90922,78008
cbk90922,78013
cbk90922,78016
cbk90922,78030
cbk90922,78039
cbk90922,78040
cbk90922,78042
cbk90923,76008
cbk90923,76012
cbk90923,76033
cbk90923,76057
cbk90923,76068
cbk90923,76081
cbk90923,76092
cbk90923,76109
cbk90923,76902
cbk90923,78039
stm90990,31016
stm90990,41061
stm90990,41062
stm90990,41063
stm90990,41064
stm90990,41065
stm90990,41071
stm90990,41072
stm90990,41073
stm90990,41074
stm91157,31489
stm91157,31490
stm91157,41015
stm91157,41016
stm91158,31245
stm91158,31247
stm91158,31257
stm91158,41025
stm91158,41026
stm91158,48024
stm91158,48433
stm91172,31482
stm91172,32144
stm91172,32931
stm91173,31251
stm91173,31266
stm91173,31268
stm91173,31269
stm91173,31271
stm91173,31272
stm91173,37131
stm91173,37132
stm91173,37151
stm91173,37181
stm91173,41078
stm91173,41079
stm91173,41080
stm91173,41092
stm91173,48023
stm91173,48024
cbk91202,31285
cbk91202,41001
cbk91202,41003
cbk91202,41889
cbk91202,41900
cbk91203,31250
cbk91203,31253
cbk91203,31260
cbk91220,maj01156
cbk91220,01157-1
cbk91220,01158-1
cbk91220,02080-1
cbk91220,02092-1
cbk91220,maj03445
cbk91220,03519-1
cbk91220,10053-1
stm91303,31102
stm91303,31103
stm91303,31251
stm91303,31260
stm91303,31262
stm91303,31263
stm91303,31264
stm91303,31777
stm91303,41024
stm91303,48024
stm91314,91314-1
stm91314,976001
stm91314,976111
stm91314,97101
stm91314,97102
stm91314,97103
stm91314,97104
stm91314,97105
stm91314,97106
stm91314,97109
stm91314,97110
stm91314,97111
stm91314,97112
stm91314,97113
stm91315,91315-1
stm91315,976001
stm91315,976411
stm91315,97401
stm91315,97402
stm91315,97403
stm91315,97404
stm91315,97405
stm91315,97406
stm91315,97407
stm91315,97408
stm91315,97409
stm91315,97410
stm91316,91316-1
stm91316,976001
stm91316,976421
stm91316,97601
stm91316,97602
stm91316,97603
stm91316,97604
stm91316,97605
stm91316,97606
stm91316,97607
stm91316,97608
stm91317,976001
stm91317,91317-1
stm91317,976431
stm91317,97801
stm91317,97802
stm91317,97803
stm91317,97804
stm91317,97805
stm91317,97806
stm91317,97807
stm91317,97808
stm91318,91318-1
stm91318,976001
stm91318,976211
stm91318,97201
stm91318,97202
stm91318,97203
stm91318,97204
stm91318,97205
stm91318,97206
stm91318,97207
stm91318,97208
stm91318,97209
stm91318,97210
stm91320,91320-1
stm91320,976001
stm91320,976502
stm91320,97510
stm91320,97501
stm91320,97502
stm91320,97503
stm91320,97504
stm91320,97505
stm91320,97506
stm91320,97507
stm91320,97508
stm91320,97509
stm91321,91321-1
stm91321,976001
stm91321,976602
stm91321,97401
stm91321,97402
stm91321,97403
stm91321,97404
stm91321,97405
stm91321,97406
stm91321,97407
stm91321,97409
stm91321,97410
stm91321,97408
stm91322,976001
stm91322,976451
stm91322,91322-1
stm91322,97510
stm91322,97501
stm91322,97502
stm91322,97503
stm91322,97504
stm91322,97505
stm91322,97506
stm91322,97507
stm91322,97508
stm91322,97509
stm91323,976001
stm91323,976404
stm91323,91323-1
stm91323,97409
stm91323,97401
stm91323,97402
stm91323,97403
stm91323,97404
stm91323,97405
stm91323,97406
stm91323,97407
stm91323,97408
stm91323,97410
stm91324,976404
stm91324,91324-1
stm91324,976001
stm91324,97601
stm91324,97602
stm91324,97603
stm91324,97604
stm91324,97605
stm91324,97606
stm91324,97608
stm91324,97607
stm91325,976001
stm91325,976404
stm91325,91325-1
stm91325,91325-1
stm91325,97801
stm91325,97802
stm91325,97803
stm91325,97804
stm91325,97805
stm91325,97806
stm91325,97807
stm91325,97808
cbk91728,76019
cbk91728,76020
cbk91728,76040
cbk91728,76056
cbk91728,76063
cbk91728,76070
cbk91728,76084
cbk91728,76085
cbk91728,76087
cbk91728,76089
cbk91728,76090
cbk91728,76097
cbk91728,76105
cbk91729,09443-1
cbk91729,cbk90922
cbk91780,cbk91738
cbk91780,91780-1
cbk91780,10102-1
cbk91780,01012-1
cbk91780,01026-1
cbk91780,01032-1
cbk91780,02057-1
cbk91780,02064-1
cbk91780,02065-1
cbk91780,02066-1
cbk91780,smj02067
cbk91780,03036-1
cbk91780,03037-1
cbk91780,08157-1
cbk91780,smj08159
cbk91780,smj08160
cbk91780,smj08181
cbk91780,08188-1
cbk91780,08196-1
cbk91780,08197-1
cbk91780,smj08198
cbk91780,09034-1
cbk91780,09035-1
cbk91780,09036-1
cbk91780,09040-1
cbk91780,10051-1
cbk91780,cbk90783
9019,31482
9019,32144
9019,32931
9019,cbk90304
49119,cbk90783
49119,stm91172
49119,stm91173
49119,cbk91220
10143,cbk90571
10143,stm90651
10143,stm91157
10143,stm91158
smj10148,stm90651
smj10148,cbk90781
smj10148,cbk90782
10219,cbk90169
10219,stm90273
10219,stm90651
10219,cbk90781
10229,stm90651
10229,stm91303
10229,91780-1
10239,cbk90005
10239,stm90651
10239,cbk90781
10239,cbk90782
10245,stm90651
10245,stm90691
10245,cbk90781
10327,stm90651
10327,cbk90781
10327,cbk90782
10327,90839-1
10345,stm90651
10345,cbk90781
10345,cbk90782
10345,stm90990
4295,90979-1
4295,90968-1
4295,cbk91046
4295,cbk91047
stm90979,90979-1
stm90979,32557
stm90979,32555
stm90979,32606
stm90979,49202
stm90979,32524
cbk90968,32144
cbk90968,32541
cbk90968,32563
cbk91047,stm91028
cbk91047,stm91029
cbk91047,stm91030
stm91028,32931
stm91028,32934
stm91029,32933
stm91029,91045-1
cbk91045,91045-1
cbk91045,32998
cbk91045,32543
cbk91045,42890
cbk91045,32513
cbk91045,32113
cbk91045,32509
cbk91045,32549
cbk91045,32601
cbk91045,32009
cbk91045,32558
cbk91045,32567
cbk91045,32559
cbk91045,42904
cbk91045,42035
cbk91045,32003
cbk91045,32501
cbk91045,42036
cbk91045,32548
cbk91045,32146
cbk91045,95566
cbk91045,32309
cbk91045,95564
cbk91045,49003
cbk91045,32570
cbk91045,32569
cbk91045,32571
cbk91045,32130
cbk91045,42017
cbk91045,32004
cbk91045,32531
cbk91045,32405
cbk91045,32990
cbk91045,32040
cbk91045,32560
cbk91045,32208
cbk91045,42891
cbk91045,32027
cbk91045,32516
cbk91045,42037
cbk91045,32118
cbk91045,32011
cbk91045,32528
cbk91045,49306
cbk91045,42913
cbk91045,42027
cbk91045,95563
cbk91045,42900
cbk91045,32603
cbk91045,32931
cbk91045,49016
cbk91045,32547
cbk91045,49680
cbk91045,49227
cbk91045,42889
stm91030,32040
stm91030,91045-1
cbk91046,91043-1
cbk91046,42093
cbk91046,42082
cbk91046,42084
cbk91046,42085
cbk91046,42083
cbk91046,42086
42093,stm91234
42093,91743-1
stm91234,32548
stm91234,32547
cbk91743,91743-1
cbk91743,42904
cbk91743,42035
cbk91743,42036
cbk91743,32309
cbk91743,42891
cbk91743,42037
cbk91743,32524
cbk91743,32310
42082,90974-1
42082,91048-1
cbk90974,32531
cbk90974,49016
cbk91048,91048-1
cbk91048,32601
cbk91048,32558
cbk91048,32559
cbk91048,49003
cbk91048,32569
cbk91048,32990
cbk91048,32560
cbk91048,42900
cbk91048,49680
cbk91043,91043-1
cbk91043,32998
cbk91043,32543
cbk91043,42890
cbk91043,32513
cbk91043,32113
cbk91043,32509
cbk91043,32549
cbk91043,32601
cbk91043,32009
cbk91043,32558
cbk91043,32567
cbk91043,32559
cbk91043,42904
cbk91043,42035
cbk91043,32003
cbk91043,32501
cbk91043,42036
cbk91043,32548
cbk91043,32146
cbk91043,95566
cbk91043,32309
cbk91043,95564
cbk91043,49003
cbk91043,32570
cbk91043,32569
cbk91043,32571
cbk91043,32130
cbk91043,42017
cbk91043,32004
cbk91043,32531
cbk91043,32405
cbk91043,32990
cbk91043,32040
cbk91043,32560
cbk91043,32208
cbk91043,42891
cbk91043,32027
cbk91043,32516
cbk91043,42037
cbk91043,32118
cbk91043,32011
cbk91043,32528
cbk91043,49306
cbk91043,42913
cbk91043,42027
cbk91043,95563
cbk91043,42900
cbk91043,32603
cbk91043,32931
cbk91043,49016
cbk91043,32547
cbk91043,49680
cbk91043,49227
cbk91043,42889
42084,90976-1
42084,91050-1
cbk90976,32513
cbk90976,32146
cbk91050,91050-1
cbk91050,32113
cbk91050,32567
cbk91050,42904
cbk91050,42028
cbk91050,32130
cbk91050,42913
42085,90977-1
42085,91051-1
cbk91051,91051-1
cbk90977,95563
cbk90977,95566
cbk91051,32509
cbk91051,32003
cbk91051,95569
cbk91051,95564
cbk91051,42017
cbk91051,32405
cbk91051,32027
42083,90975-1
42083,91049-1
stm90975,32547
stm90975,90975-1
stm90975,32009
stm90975,32011
cbk91049,91049-1
cbk91049,32009
cbk91049,32548
cbk91049,42891
cbk91049,32516
cbk91049,32524
cbk91049,32118
cbk91049,32011
cbk91049,32528
cbk91049,42027
cbk91049,32520
42086,90978-1
42086,91052-1
cbk90978,32569
cbk90978,32570
cbk91052,91052-1
cbk91052,32998
cbk91052,32509
cbk91052,32549
cbk91052,42904
cbk91052,32571
cbk91052,42017
cbk91052,32516
cbk91052,42913
cbk91052,32603
cbk91052,42889
4297,90968-1
4297,cbk91061
4297,cbk91060
cbk91061,91037-1
cbk91037,91037-1
cbk91037,32998
cbk91037,32543
cbk91037,42890
cbk91037,32513
cbk91037,32113
cbk91037,32509
cbk91037,32549
cbk91037,32601
cbk91037,32009
cbk91037,32558
cbk91037,32567
cbk91037,32559
cbk91037,42904
cbk91037,42035
cbk91037,32003
cbk91037,32501
cbk91037,42036
cbk91037,32548
cbk91037,32146
cbk91037,95566
cbk91037,32309
cbk91037,95564
cbk91037,49003
cbk91037,32570
cbk91037,32569
cbk91037,32571
cbk91037,32130
cbk91037,42017
cbk91037,32004
cbk91037,32531
cbk91037,32405
cbk91037,32990
cbk91037,32040
cbk91037,32560
cbk91037,32208
cbk91037,42891
cbk91037,32027
cbk91037,32516
cbk91037,42037
cbk91037,32118
cbk91037,32011
cbk91037,32528
cbk91037,49306
cbk91037,42913
cbk91037,42027
cbk91037,95563
cbk91037,42900
cbk91037,32603
cbk91037,32931
cbk91037,49016
cbk91037,32547
cbk91037,49680
cbk91037,49227
cbk91037,42889
cbk91061,42094
cbk91061,42087
cbk91061,42089
cbk91061,42090
cbk91061,42088
cbk91061,42091
42094,stm91234
42094,91745-1
cbk91745,91745-1
cbk91745,42904
cbk91745,42035
cbk91745,42036
cbk91745,32309
cbk91745,42891
cbk91745,42037
cbk91745,32524
cbk91745,32310
42087,90974-1
42087,91038-1
cbk91038,91038-1
cbk91038,32601
cbk91038,32558
cbk91038,32559
cbk91038,49003
cbk91038,32569
cbk91038,32990
cbk91038,32560
cbk91038,42900
cbk91038,49680
42089,90976-1
42089,91040-1
cbk91040,91040-1
cbk91040,32113
cbk91040,32567
cbk91040,42904
cbk91040,42028
cbk91040,32130
42090,90977-1
42090,91041-1
cbk91041,91041-1
cbk91041,32509
cbk91041,32003
cbk91041,95569
cbk91041,95564
cbk91041,42017
cbk91041,32405
cbk91041,32027
42088,90975-1
42088,91039-1
cbk91039,91039-1
cbk91039,32009
cbk91039,32548
cbk91039,42891
cbk91039,32516
cbk91039,32524
cbk91039,32118
cbk91039,32011
cbk91039,32528
cbk91039,42027
cbk91039,32520
42091,90978-1
42091,91042-1
cbk91042,91042-1
cbk91042,32998
cbk91042,32509
cbk91042,32549
cbk91042,42904
cbk91042,32571
cbk91042,42017
cbk91042,32516
cbk91042,42913
cbk91042,32603
cbk91042,42889
cbk91060,90982-1
cbk91060,90981-1
cbk91060,stm90983
cbk90982,42286
cbk90982,32931
cbk90982,91025-1
cbk91025,91025-1
cbk91025,32998
cbk91025,32543
cbk91025,42890
cbk91025,32513
cbk91025,32113
cbk91025,32509
cbk91025,32549
cbk91025,32601
cbk91025,32009
cbk91025,32558
cbk91025,32567
cbk91025,32559
cbk91025,42904
cbk91025,42035
cbk91025,32003
cbk91025,32501
cbk91025,42036
cbk91025,32548
cbk91025,32146
cbk91025,95566
cbk91025,32309
cbk91025,95564
cbk91025,49003
cbk91025,32570
cbk91025,32569
cbk91025,32571
cbk91025,32130
cbk91025,42017
cbk91025,32004
cbk91025,32531
cbk91025,32405
cbk91025,32990
cbk91025,32040
cbk91025,32560
cbk91025,32208
cbk91025,42891
cbk91025,32027
cbk91025,32516
cbk91025,42037
cbk91025,32118
cbk91025,32011
cbk91025,32528
cbk91025,49306
cbk91025,42913
cbk91025,42027
cbk91025,95563
cbk91025,42900
cbk91025,32603
cbk91025,32931
cbk91025,49016
cbk91025,32547
cbk91025,49680
cbk91025,49227
cbk91025,42889
cbk90981,42282
cbk90981,42283
cbk90981,32931
cbk90981,91025-1
stm90983,32931
stm90983,42284
stm90983,42285
stm90983,91044-1
cbk91044,91044-1
cbk91044,32998
cbk91044,32543
cbk91044,42890
cbk91044,32513
cbk91044,32113
cbk91044,32509
cbk91044,32549
cbk91044,32601
cbk91044,32009
cbk91044,32558
cbk91044,32567
cbk91044,32559
cbk91044,42904
cbk91044,42035
cbk91044,32003
cbk91044,32501
cbk91044,42036
cbk91044,32548
cbk91044,32146
cbk91044,95566
cbk91044,32309
cbk91044,95564
cbk91044,49003
cbk91044,32570
cbk91044,32569
cbk91044,32571
cbk91044,32130
cbk91044,42017
cbk91044,32004
cbk91044,32531
cbk91044,32405
cbk91044,32990
cbk91044,32040
cbk91044,32560
cbk91044,32208
cbk91044,42891
cbk91044,32027
cbk91044,32516
cbk91044,42037
cbk91044,32118
cbk91044,32011
cbk91044,32528
cbk91044,49306
cbk91044,42913
cbk91044,42027
cbk91044,95563
cbk91044,42900
cbk91044,32603
cbk91044,32931
cbk91044,49016
